filename,commit_count,lines,deletions,insertions,bug_fix_commits,bug_density
GroupByExecutionMethodRenderer.cs,3,54470,18194,36276,0,0.0
GroupByExecutionMethodRenderer.cs.meta,3,54470,18194,36276,0,0.0
GroupByGORenderer.cs,3,54470,18194,36276,0,0.0
GroupByGORenderer.cs.meta,3,54470,18194,36276,0,0.0
GroupByNothingRenderer.cs,3,54470,18194,36276,0,0.0
GroupByNothingRenderer.cs.meta,3,54470,18194,36276,0,0.0
GroupByTestsRenderer.cs,3,54470,18194,36276,0,0.0
GroupByTestsRenderer.cs.meta,3,54470,18194,36276,0,0.0
GroupLine.cs,3,54470,18194,36276,0,0.0
GroupLine.cs.meta,3,54470,18194,36276,0,0.0
GuiHelper.cs,3,54470,18194,36276,0,0.0
GuiHelper.cs.meta,3,54470,18194,36276,0,0.0
Harald.png,1,788,62,726,0,0.0
Harald.png.meta,1,788,62,726,0,0.0
Health.js,4,61707,25431,36276,0,0.0
Health.js.meta,4,61707,25431,36276,0,0.0
HealthBar.tif,4,61707,25431,36276,0,0.0
HealthBar.tif.meta,4,61707,25431,36276,0,0.0
HealthFlash.js,4,61707,25431,36276,0,0.0
HealthFlash.js.meta,4,61707,25431,36276,0,0.0
HelloWorld.unity,2,11,0,11,0,0.0
HelloWorld.unity.meta,1,11,0,11,0,0.0
HexShape.psd,1,23752,8,23744,0,0.0
HexShape.psd.meta,1,23752,8,23744,0,0.0
HitBuilder.cs,1,4836,20,4816,0,0.0
HitBuilder.cs.meta,1,4836,20,4816,0,0.0
HitBuilders.meta,1,4836,20,4816,0,0.0
HorPanel.prefab,1,33,4,29,0,0.0
HorPanel.prefab.meta,1,33,4,29,0,0.0
IDScanner.cs,4,1062,357,705,0,0.0
IDScanner.cs.meta,1,274,5,269,0,0.0
IFacebook.dll,1,0,0,0,0,0.0
IFacebook.dll.meta,3,22110,222,21888,0,0.0
IOSFacebook.cs,1,21682,20,21662,0,0.0
IOSFacebook.cs.meta,1,21682,20,21662,0,0.0
IOSFacebookLoader.cs,1,21682,20,21662,0,0.0
IOSFacebookLoader.cs.meta,1,21682,20,21662,0,0.0
ITestResult.cs,3,54470,18194,36276,0,0.0
ITestResult.cs.meta,3,54470,18194,36276,0,0.0
ITestRunnerCallback.cs,6,108940,36388,72552,0,0.0
ITestRunnerCallback.cs.meta,6,108940,36388,72552,0,0.0
IUnitTestEngine.cs,3,54470,18194,36276,0,0.0
IUnitTestEngine.cs.meta,3,54470,18194,36276,0,0.0
Icons.cs,3,54470,18194,36276,0,0.0
Icons.cs.meta,3,54470,18194,36276,0,0.0
Icons.meta,1,101002,17,100985,0,0.0
IllegalOperationException.cs,3,1191,465,726,0,0.0
IllegalOperationException.cs.meta,4,1272,483,789,0,0.0
ImageEffectBase.cs,1,23752,8,23744,0,0.0
ImageEffectBase.cs.meta,1,23752,8,23744,0,0.0
ImageEffects.cs,1,23752,8,23744,0,0.0
ImageEffects.cs.meta,1,23752,8,23744,0,0.0
ImageEffects.meta,2,47504,16,47488,0,0.0
ImageHighlightButton.cs,3,1250,130,1120,0,0.0
ImageHighlightButton.cs.meta,2,743,23,720,0,0.0
ImageHighlightButtonEditor.cs,1,574,13,561,0,0.0
ImageHighlightButtonEditor.cs.meta,1,574,13,561,0,0.0
Info.plist,1,101002,17,100985,0,0.0
Info.plist.meta,1,101002,17,100985,0,0.0
InfoPlist.strings,1,101002,17,100985,0,0.0
InfoPlist.strings.meta,1,101002,17,100985,0,0.0
InputAdapter.cs,2,493,181,312,0,0.0
InputAdapter.cs.meta,1,376,146,230,0,0.0
InputAxisScrollbar.cs,1,4181,22,4159,0,0.0
InputAxisScrollbar.cs.meta,1,4181,22,4159,0,0.0
InputField.prefab,3,673,180,493,0,0.0
InputField.prefab.meta,1,33,4,29,0,0.0
InputManager.asset,1,11,0,11,0,0.0
InspectorExpandedItems.asset,5,94,2,92,0,0.0
InstantBullet.prefab,4,61707,25431,36276,0,0.0
InstantBullet.prefab.meta,4,61707,25431,36276,0,0.0
IntComparer.cs,3,54470,18194,36276,0,0.0
IntComparer.cs.meta,3,54470,18194,36276,0,0.0
IntegrationTest.cs,3,54470,18194,36276,0,0.0
IntegrationTest.cs.meta,3,54470,18194,36276,0,0.0
IntegrationTestAttribute.cs,3,54470,18194,36276,0,0.0
IntegrationTestAttribute.cs.meta,3,54470,18194,36276,0,0.0
IntegrationTestGroupLine.cs,3,54470,18194,36276,0,0.0
IntegrationTestGroupLine.cs.meta,3,54470,18194,36276,0,0.0
IntegrationTestLine.cs,3,54470,18194,36276,0,0.0
IntegrationTestLine.cs.meta,3,54470,18194,36276,0,0.0
IntegrationTestRendererBase.cs,3,54470,18194,36276,0,0.0
IntegrationTestRendererBase.cs.meta,3,54470,18194,36276,0,0.0
IntegrationTestsFramework.meta,3,54470,18194,36276,0,0.0
IntegrationTestsFrameworkExamples.meta,9,62729,25692,37037,0,0.0
IntegrationTestsHierarchyAnnotation.cs,3,54470,18194,36276,0,0.0
IntegrationTestsHierarchyAnnotation.cs.meta,3,54470,18194,36276,0,0.0
IntegrationTestsProvider.cs,3,54470,18194,36276,0,0.0
IntegrationTestsProvider.cs.meta,3,54470,18194,36276,0,0.0
IntegrationTestsRunnerSettings.asset,1,445,8,437,0,0.0
IntegrationTestsRunnerSettings.asset.meta,1,445,8,437,0,0.0
IntegrationTestsRunnerSettings.cs,3,54470,18194,36276,0,0.0
IntegrationTestsRunnerSettings.cs.meta,3,54470,18194,36276,0,0.0
IntegrationTestsRunnerWindow.cs,3,54470,18194,36276,0,0.0
IntegrationTestsRunnerWindow.cs.meta,3,54470,18194,36276,0,0.0
InteractiveConsole.cs,2,23239,1575,21664,0,0.0
InteractiveConsole.cs.meta,2,23239,1575,21664,0,0.0
InteractiveConsole.unity,2,23239,1575,21664,0,0.0
InteractiveConsole.unity.meta,2,23239,1575,21664,0,0.0
InvalidPathException.cs,3,54470,18194,36276,0,0.0
InvalidPathException.cs.meta,3,54470,18194,36276,0,0.0
Ionic.Zlib.dll,1,3531,1375,2156,0,0.0
Ionic.Zlib.dll.meta,1,3531,1375,2156,0,0.0
IsRenderedByCamera.cs,3,54470,18194,36276,0,0.0
IsRenderedByCamera.cs.meta,3,54470,18194,36276,0,0.0
IsometricCamera.cs,7,968,402,566,2,0.2857142857142857
IsometricCamera.cs.meta,3,611,309,302,2,0.6666666666666666
ItemHitBuilder.cs,1,4836,20,4816,0,0.0
ItemHitBuilder.cs.meta,1,4836,20,4816,0,0.0
JNI.cs,2,4283,2052,2231,0,0.0
JNI.cs.meta,2,4283,2052,2231,0,0.0
JSON.cs,3,8445,2753,5692,0,0.0
JSON.cs.meta,2,4914,1378,3536,0,0.0
JavaScriptExample.unity,2,4283,2052,2231,0,0.0
JavaScriptExample.unity.meta,2,4283,2052,2231,0,0.0
JavaVM.cs,2,4283,2052,2231,0,0.0
JavaVM.cs.meta,2,4283,2052,2231,0,0.0
Joystick.cs,9,5342,246,5096,5,0.5555555555555556
Joystick.cs.meta,1,4181,22,4159,0,0.0
Joystick.js,4,61707,25431,36276,0,0.0
Joystick.js.meta,4,61707,25431,36276,0,0.0
Joystick.prefab,4,61707,25431,36276,0,0.0
Joystick.prefab.meta,4,61707,25431,36276,0,0.0
KeyboardEsc.png,1,646,420,226,0,0.0
KeyboardEsc.png.meta,1,646,420,226,0,0.0
KeyboardWASD.png,1,646,420,226,0,0.0
KeyboardWASD.png.meta,1,646,420,226,0,0.0
LICENCE.TXT,1,4181,22,4159,0,0.0
LICENCE.TXT.meta,1,4181,22,4159,0,0.0
LICENSE,2,26518,40,26478,0,0.0
LICENSE.meta,2,26518,40,26478,0,0.0
LICENSE.txt,3,54470,18194,36276,0,0.0
LICENSE.txt.meta,3,54470,18194,36276,0,0.0
Label.prefab,2,376,146,230,0,0.0
Label.prefab.meta,1,376,146,230,0,0.0
Lamp.FBX,1,1248,7,1241,0,0.0
Lamp.FBX.meta,1,1248,7,1241,0,0.0
Lamp.prefab,6,25781,178,25603,0,0.0
Lamp.prefab.meta,2,1340,36,1304,0,0.0
LampMaterial.mat,2,25000,15,24985,0,0.0
LampMaterial.mat.meta,2,25000,15,24985,0,0.0
LaserDot.mat,4,61707,25431,36276,0,0.0
LaserDot.mat.meta,4,61707,25431,36276,0,0.0
LaserDot.psd,4,61707,25431,36276,0,0.0
LaserDot.psd.meta,4,61707,25431,36276,0,0.0
LaserMaterial.mat,4,61707,25431,36276,0,0.0
LaserMaterial.mat.meta,4,61707,25431,36276,0,0.0
LaserScope.js,4,61707,25431,36276,0,0.0
LaserScope.js.meta,4,61707,25431,36276,0,0.0
LaserScope.shader,4,61707,25431,36276,0,0.0
LaserScope.shader.meta,4,61707,25431,36276,0,0.0
LaserTexture.psd,4,61707,25431,36276,0,0.0
LaserTexture.psd.meta,4,61707,25431,36276,0,0.0
LeafMaterial.mat,1,23752,8,23744,0,0.0
LeafMaterial.mat.meta,1,23752,8,23744,0,0.0
LensFlareCreate.shader,1,23752,8,23744,0,0.0
LensFlareCreate.shader.meta,1,23752,8,23744,0,0.0
Libs.meta,3,54470,18194,36276,0,0.0
LightCookies.meta,1,23752,8,23744,0,0.0
LightFlares.meta,1,23752,8,23744,0,0.0
LightHardCookie.psd,1,23752,8,23744,0,0.0
LightHardCookie.psd.meta,1,23752,8,23744,0,0.0
LightSoftCookie.tif,1,23752,8,23744,0,0.0
LightSoftCookie.tif.meta,1,23752,8,23744,0,0.0
LightSquareCookie.psd,1,23752,8,23744,0,0.0
LightSquareCookie.psd.meta,1,23752,8,23744,0,0.0
LineMaterial.mat,1,147,11,136,0,0.0
LineMaterial.mat.meta,1,147,11,136,0,0.0
ListItemSeparator.prefab,1,111,26,85,0,0.0
ListItemSeparator.prefab.meta,1,111,26,85,0,0.0
LoadMuseumBehaviour.cs,7,949,273,676,2,0.2857142857142857
LoadMuseumBehaviour.cs.meta,1,76,4,72,0,0.0
LoadMuseumBehaviour.cs.orig,2,692,203,489,0,0.0
LoadMuseumBehaviour.cs.orig.meta,1,287,1,286,0,0.0
LoadPanel.prefab,1,86,29,57,0,0.0
LoadPanel.prefab.meta,1,86,29,57,0,0.0
LobbyRoom.cubemap,4,61707,25431,36276,0,0.0
LobbyRoom.cubemap.meta,4,61707,25431,36276,0,0.0
Local_Savable.cs,7,2736,2259,477,2,0.2857142857142857
Local_Savable.cs.meta,1,207,50,157,1,1.0
Local_SavableData.cs,3,322,70,252,0,0.0
Local_SavableData.cs.meta,1,142,12,130,0,0.0
Login.unity,11,2926,188,2738,6,0.5454545454545454
Login.unity.meta,1,99,3,96,0,0.0
LoginGUI.cs,4,998,372,626,1,0.25
LoginGUI.cs.meta,1,188,67,121,0,0.0
LoginView.cs,11,3326,405,2921,1,0.09090909090909091
LoginView.cs.meta,1,99,3,96,0,0.0
Logo.png,1,334,106,228,0,0.0
Logo.png.meta,1,334,106,228,0,0.0
LogoSprite.png,2,294,25,269,1,0.5
LogoSprite.png.meta,2,294,25,269,1,0.5
Logos.meta,1,101002,17,100985,0,0.0
Luminance.shader,1,23752,8,23744,0,0.0
Luminance.shader.meta,1,23752,8,23744,0,0.0
MacOS.meta,1,101002,17,100985,0,0.0
MagHUDRef.mat,1,101002,17,100985,0,0.0
MagHUDRef.mat.meta,1,101002,17,100985,0,0.0
MagHUDTracked.mat,1,101002,17,100985,0,0.0
MagHUDTracked.mat.meta,1,101002,17,100985,0,0.0
MainButton.controller,4,1681,623,1058,0,0.0
MainButton.controller.meta,2,565,67,498,0,0.0
MainMenuActions.cs,16,4058,967,3091,3,0.1875
MainMenuActions.cs.meta,2,529,50,479,0,0.0
MainMenuButton.png,1,243,5,238,0,0.0
MainMenuButton.png.meta,1,243,5,238,0,0.0
MainMenuButtonLine.png,1,111,26,85,0,0.0
MainMenuButtonLine.png.meta,1,111,26,85,0,0.0
MainMenuScene 1.unity,1,8,0,8,0,0.0
MainMenuScene 1.unity.meta,1,8,0,8,0,0.0
MainMenuScene.unity,55,29793,2003,27790,14,0.2545454545454545
MainMenuScene.unity.meta,1,377,0,377,0,0.0
MainMenuScene.unity.orig,3,342,301,41,2,0.6666666666666666
MainMenuScene.unity.orig.meta,3,342,301,41,2,0.6666666666666666
Managers.meta,4,61707,25431,36276,0,0.0
ManifestMod.cs,1,21682,20,21662,0,0.0
ManifestMod.cs.meta,1,21682,20,21662,0,0.0
Material.mat,1,23752,8,23744,0,0.0
Material.mat.meta,1,23752,8,23744,0,0.0
Material_000.mat,1,4181,22,4159,0,0.0
Material_000.mat.meta,1,4181,22,4159,0,0.0
Material_003.mat,1,4181,22,4159,0,0.0
Material_003.mat.meta,1,4181,22,4159,0,0.0
Material_004.mat,1,4181,22,4159,0,0.0
Material_004.mat.meta,1,4181,22,4159,0,0.0
Material_006.mat,1,4181,22,4159,0,0.0
Material_006.mat.meta,1,4181,22,4159,0,0.0
Materials.meta,36,581384,170857,410527,0,0.0
MechAnimation.js,4,61707,25431,36276,0,0.0
MechAnimation.js.meta,4,61707,25431,36276,0,0.0
MechAnimationTest.js,4,61707,25431,36276,0,0.0
MechAnimationTest.js.meta,4,61707,25431,36276,0,0.0
MemberResolver.cs,3,54470,18194,36276,0,0.0
MemberResolver.cs.meta,3,54470,18194,36276,0,0.0
MenuButton.cs,2,753,146,607,0,0.0
MenuButton.cs.meta,1,377,0,377,0,0.0
MenuPanel.cs,2,753,146,607,0,0.0
MenuPanel.cs.meta,1,377,0,377,0,0.0
Meshes.meta,1,2709,0,2709,0,0.0
MinMaxReduction.shader,1,23752,8,23744,0,0.0
MinMaxReduction.shader.meta,1,23752,8,23744,0,0.0
Minebot.tif,4,61707,25431,36276,0,0.0
Minebot.tif.meta,4,61707,25431,36276,0,0.0
Misc.meta,8,123414,50862,72552,0,0.0
MobileBloom.shader,1,23752,8,23744,0,0.0
MobileBloom.shader.meta,1,23752,8,23744,0,0.0
MobileBlur.shader,1,23752,8,23744,0,0.0
MobileBlur.shader.meta,1,23752,8,23744,0,0.0
MobileControlRig.cs,3,4494,86,4408,1,0.3333333333333333
MobileControlRig.cs.meta,1,4181,22,4159,0,0.0
MobileDualStickControl.prefab,6,767,60,707,2,0.3333333333333333
MobileDualStickControl.prefab.meta,4,697,59,638,2,0.5
MobileInput.cs,1,4181,22,4159,0,0.0
MobileInput.cs.meta,1,4181,22,4159,0,0.0
MobileSingleStickControl.prefab,1,4181,22,4159,0,0.0
MobileSingleStickControl.prefab.meta,1,4181,22,4159,0,0.0
Modules.meta,4,61707,25431,36276,0,0.0
Mono.Cecil.Mdb.dll,3,54470,18194,36276,0,0.0
Mono.Cecil.Mdb.dll.meta,3,54470,18194,36276,0,0.0
Mono.Cecil.dll,3,54470,18194,36276,0,0.0
Mono.Cecil.dll.meta,3,54470,18194,36276,0,0.0
MonoManager.asset,1,11,0,11,0,0.0
MotionBlur.cs,1,23752,8,23744,0,0.0
MotionBlur.cs.meta,1,23752,8,23744,0,0.0
MotionBlur.shader,1,23752,8,23744,0,0.0
MotionBlur.shader.meta,1,23752,8,23744,0,0.0
MotionBlurClear.shader,1,23752,8,23744,0,0.0
MotionBlurClear.shader.meta,1,23752,8,23744,0,0.0
MotionBlurJitter.png,1,23752,8,23744,0,0.0
MotionBlurJitter.png.meta,1,23752,8,23744,0,0.0
Movement.meta,4,61707,25431,36276,0,0.0
MovementMotor.js,4,61707,25431,36276,0,0.0
MovementMotor.js.meta,4,61707,25431,36276,0,0.0
MultiCamera.unity,1,101002,17,100985,0,0.0
MultiCamera.unity.meta,1,101002,17,100985,0,0.0
MultiPassHollywoodFlares.shader,1,23752,8,23744,0,0.0
MultiPassHollywoodFlares.shader.meta,1,23752,8,23744,0,0.0
Multiply.shader,4,61707,25431,36276,0,0.0
Multiply.shader.meta,4,61707,25431,36276,0,0.0
Museum.cs,61,38025,4071,33954,11,0.18032786885245902
Museum.cs.meta,1,181,0,181,0,0.0
Museum.meta,1,181,0,181,0,0.0
MuseumArt.cs,18,3284,517,2767,5,0.2777777777777778
MuseumArt.cs.meta,1,217,4,213,0,0.0
MuseumArtData.cs,5,763,265,498,1,0.2
MuseumArtData.cs.meta,1,258,37,221,0,0.0
MuseumController.cs,17,3122,1259,1863,2,0.11764705882352941
MuseumController.cs.meta,1,55,1,54,0,0.0
MuseumData.cs,4,689,94,595,0,0.0
MuseumData.cs.meta,1,193,3,190,0,0.0
MuseumDiveSensor.cs,2,4189,28,4161,0,0.0
MuseumDiveSensor.cs.meta,1,4181,22,4159,0,0.0
MuseumList.cs,7,1501,200,1301,2,0.2857142857142857
MuseumList.cs.meta,2,679,113,566,0,0.0
MuseumListItem.cs,6,1534,276,1258,0,0.0
MuseumListItem.cs.meta,2,679,113,566,0,0.0
MuseumListItem.prefab,1,218,68,150,0,0.0
MuseumListItem.prefab.meta,1,218,68,150,0,0.0
MuseumLoader.cs,8,1579,612,967,0,0.0
MuseumLoader.cs.meta,1,53,2,51,0,0.0
MuseumLoader.cs.orig,2,793,431,362,0,0.0
MuseumLoader.cs.orig.meta,1,147,11,136,0,0.0
MuseumMenu.cs,3,934,252,682,0,0.0
MuseumMenu.cs.meta,1,68,5,63,0,0.0
MuseumObject.cs,7,6054,186,5868,0,0.0
MuseumObject.cs.meta,1,258,37,221,0,0.0
MuseumObjectData.cs,2,431,90,341,0,0.0
MuseumObjectData.cs.meta,1,258,37,221,0,0.0
MuseumPlaque.cs,4,124,8,116,1,0.25
MuseumPlaque.cs.meta,1,88,0,88,0,0.0
MuseumSavePanel.cs,4,889,443,446,1,0.25
MuseumSavePanel.cs.meta,1,169,10,159,0,0.0
MuseumTests.cs,7,1391,332,1059,3,0.42857142857142855
MuseumTests.cs.meta,1,445,8,437,0,0.0
MuseumTile.cs,18,28340,3156,25184,2,0.1111111111111111
MuseumTile.cs.meta,1,181,0,181,0,0.0
MuseumTileData.cs,3,23970,18,23952,0,0.0
MuseumTileData.cs.meta,1,193,3,190,0,0.0
MuzzleFlash.fbx,4,61707,25431,36276,0,0.0
MuzzleFlash.fbx.meta,4,61707,25431,36276,0,0.0
MuzzleFlashAnimate.js,4,61707,25431,36276,0,0.0
MuzzleFlashAnimate.js.meta,4,61707,25431,36276,0,0.0
Muzzle_Flash_Front_A.psd,4,61707,25431,36276,0,0.0
Muzzle_Flash_Front_A.psd.meta,4,61707,25431,36276,0,0.0
NFAA.shader,1,23752,8,23744,0,0.0
NFAA.shader.meta,1,23752,8,23744,0,0.0
NSError+FBError.h,1,21682,20,21662,0,0.0
NSError+FBError.h.meta,1,21682,20,21662,0,0.0
NSubstitute.dll,3,54470,18194,36276,0,0.0
NSubstitute.dll.meta,3,54470,18194,36276,0,0.0
NSubstitute.meta,3,54470,18194,36276,0,0.0
NUnit.meta,3,54470,18194,36276,0,0.0
NUnitExtensions.cs,3,54470,18194,36276,0,0.0
NUnitExtensions.cs.meta,3,54470,18194,36276,0,0.0
NUnitTestEngine.cs,3,54470,18194,36276,0,0.0
NUnitTestEngine.cs.meta,3,54470,18194,36276,0,0.0
NativeDialogModes.cs,1,21682,20,21662,0,0.0
NativeDialogModes.cs.meta,1,21682,20,21662,0,0.0
NavMeshAreas.asset,4,4771,168,4603,0,0.0
NavMeshLayers.asset,1,11,0,11,0,0.0
NetworkManager.asset,1,11,0,11,0,0.0
NetworkResultSender.cs,3,54470,18194,36276,0,0.0
NetworkResultSender.cs.meta,3,54470,18194,36276,0,0.0
NetworkResultsReceiver.cs,3,54470,18194,36276,0,0.0
NetworkResultsReceiver.cs.meta,3,54470,18194,36276,0,0.0
Neutral3D16.png,1,23752,8,23744,0,0.0
Neutral3D16.png.meta,1,23752,8,23744,0,0.0
New GUI.meta,1,461,45,416,0,0.0
NewFileBrowser.cs,2,747,497,250,0,0.0
NewFileBrowser.cs.meta,1,214,0,214,0,0.0
Noise.png,1,23752,8,23744,0,0.0
Noise.png.meta,1,23752,8,23744,0,0.0
NoiseAndGrain.cs,1,23752,8,23744,0,0.0
NoiseAndGrain.cs.meta,1,23752,8,23744,0,0.0
NoiseAndGrain.png,1,23752,8,23744,0,0.0
NoiseAndGrain.png.meta,1,23752,8,23744,0,0.0
NoiseAndGrain.shader,1,23752,8,23744,0,0.0
NoiseAndGrain.shader.meta,1,23752,8,23744,0,0.0
NoiseAndGrainDX11.shader,1,23752,8,23744,0,0.0
NoiseAndGrainDX11.shader.meta,1,23752,8,23744,0,0.0
NoiseAndGrainEditor.cs,1,23752,8,23744,0,0.0
NoiseAndGrainEditor.cs.meta,1,23752,8,23744,0,0.0
NoiseAndScratches.cs,1,23752,8,23744,0,0.0
NoiseAndScratches.cs.meta,1,23752,8,23744,0,0.0
NoiseEffectGrain.png,1,23752,8,23744,0,0.0
NoiseEffectGrain.png.meta,1,23752,8,23744,0,0.0
NoiseEffectScratch.png,1,23752,8,23744,0,0.0
NoiseEffectScratch.png.meta,1,23752,8,23744,0,0.0
NoiseEffectShaderRGB.shader,1,23752,8,23744,0,0.0
NoiseEffectShaderRGB.shader.meta,1,23752,8,23744,0,0.0
NoiseEffectShaderYUV.shader,1,23752,8,23744,0,0.0
NoiseEffectShaderYUV.shader.meta,1,23752,8,23744,0,0.0
NotBouncingPlane.physicMaterial,4,61707,25431,36276,0,0.0
NotBouncingPlane.physicMaterial.meta,4,61707,25431,36276,0,0.0
OVR.meta,2,101077,17,101060,0,0.0
OVRBuild.cs,1,101002,17,100985,0,0.0
OVRBuild.cs.meta,1,101002,17,100985,0,0.0
OVRCameraRig.cs,2,101044,31,101013,1,0.5
OVRCameraRig.cs.meta,1,101002,17,100985,0,0.0
OVRCameraRig.prefab,3,101097,38,101059,0,0.0
OVRCameraRig.prefab.meta,2,101062,22,101040,0,0.0
OVRCommon.cs,1,101002,17,100985,0,0.0
OVRCommon.cs.meta,1,101002,17,100985,0,0.0
OVRCrosshair.cs,1,101002,17,100985,0,0.0
OVRCrosshair.cs.meta,1,101002,17,100985,0,0.0
OVRDisplay.cs,1,101002,17,100985,0,0.0
OVRDisplay.cs.meta,1,101002,17,100985,0,0.0
OVRGUI.cs,1,101002,17,100985,0,0.0
OVRGUI.cs.meta,1,101002,17,100985,0,0.0
OVRGUIShader.shader,1,101002,17,100985,0,0.0
OVRGUIShader.shader.meta,1,101002,17,100985,0,0.0
OVRGameView.cs,1,101002,17,100985,0,0.0
OVRGameView.cs.meta,1,101002,17,100985,0,0.0
OVRGamepadController.cs,1,101002,17,100985,0,0.0
OVRGamepadController.cs.meta,1,101002,17,100985,0,0.0
OVRGridCube.cs,1,101002,17,100985,0,0.0
OVRGridCube.cs.meta,1,101002,17,100985,0,0.0
OVRGuiObjectMain.prefab,1,101002,17,100985,0,0.0
OVRGuiObjectMain.prefab.meta,1,101002,17,100985,0,0.0
OVRMainMenu.cs,1,101002,17,100985,0,0.0
OVRMainMenu.cs.meta,1,101002,17,100985,0,0.0
OVRManager.cs,2,101044,31,101013,1,0.5
OVRManager.cs.meta,1,101002,17,100985,0,0.0
OVRPlayerController.cs,1,101002,17,100985,0,0.0
OVRPlayerController.cs.meta,1,101002,17,100985,0,0.0
OVRPlayerController.prefab,1,101002,17,100985,0,0.0
OVRPlayerController.prefab.meta,1,101002,17,100985,0,0.0
OVRPluginEvent.cs,1,101002,17,100985,0,0.0
OVRPluginEvent.cs.meta,1,101002,17,100985,0,0.0
OVRPrefabs.cs,1,101002,17,100985,0,0.0
OVRPrefabs.cs.meta,1,101002,17,100985,0,0.0
OVRScreenFade.cs,2,101044,31,101013,1,0.5
OVRScreenFade.cs.meta,1,101002,17,100985,0,0.0
OVRShimLoader.cs,3,101168,30,101138,2,0.6666666666666666
OVRShimLoader.cs.meta,1,101002,17,100985,0,0.0
OVRTracker.cs,1,101002,17,100985,0,0.0
OVRTracker.cs.meta,1,101002,17,100985,0,0.0
OVRUGUI.cs,1,101002,17,100985,0,0.0
OVRUGUI.cs.meta,1,101002,17,100985,0,0.0
OVRUnityVersionChecker.cs,1,101002,17,100985,0,0.0
OVRUnityVersionChecker.cs.meta,1,101002,17,100985,0,0.0
OVRVisionGuideMessage.prefab,1,101002,17,100985,0,0.0
OVRVisionGuideMessage.prefab.meta,1,101002,17,100985,0,0.0
ObjectButton.cs,2,92,27,65,0,0.0
ObjectButton.cs.meta,1,35,0,35,0,0.0
ObjectCatalogController.cs,8,25515,537,24978,2,0.25
ObjectCatalogController.cs.meta,1,123,1,122,1,1.0
ObjectCatalogItemController.cs,8,25589,565,25024,2,0.25
ObjectCatalogItemController.cs.meta,1,123,1,122,1,1.0
ObjectDisplayProperties.cs,2,24259,115,24144,0,0.0
ObjectDisplayProperties.cs.meta,1,507,107,400,0,0.0
ObjectSelectorPanel.cs,1,83,12,71,0,0.0
ObjectSelectorPanel.cs.meta,1,83,12,71,0,0.0
Objects.meta,6,85542,25451,60091,0,0.0
OculusIcon.png,1,101002,17,100985,0,0.0
OculusIcon.png.meta,1,101002,17,100985,0,0.0
OculusLogo.png,1,101002,17,100985,0,0.0
OculusLogo.png.meta,1,101002,17,100985,0,0.0
OculusPlugin,1,101002,17,100985,0,0.0
OculusPlugin.bundle.meta,2,101077,17,101060,0,0.0
OculusPlugin.bundle.meta.orig,1,164,49,115,0,0.0
OculusPlugin.bundle.meta.orig.meta,1,164,49,115,0,0.0
OculusPlugin.dll,3,202079,34,202045,0,0.0
OculusPlugin.dll.meta,2,202004,34,201970,0,0.0
OculusPlugin.dll.signature,2,202004,34,201970,0,0.0
OculusPlugin.dll.signature.meta,2,202004,34,201970,0,0.0
OculusPlugin.meta,1,101002,17,100985,0,0.0
OculusPlugin.signature,1,101002,17,100985,0,0.0
OculusPlugin.signature.meta,1,101002,17,100985,0,0.0
OculusUnityPatcher_32.exe,1,101002,17,100985,0,0.0
OculusUnityPatcher_32.exe.meta,1,101002,17,100985,0,0.0
OculusUnityPatcher_64.exe,1,101002,17,100985,0,0.0
OculusUnityPatcher_64.exe.meta,1,101002,17,100985,0,0.0
Oeuvre.cs,3,788,352,436,0,0.0
OpenDiveSensor.cs,2,4189,28,4161,0,0.0
OpenDiveSensor.cs.meta,1,4181,22,4159,0,0.0
OvrCapi.cs,1,101002,17,100985,0,0.0
OvrCapi.cs.meta,1,101002,17,100985,0,0.0
PBXBuildFile.cs,1,21682,20,21662,0,0.0
PBXBuildFile.cs.meta,1,21682,20,21662,0,0.0
PBXBuildPhase.cs,1,21682,20,21662,0,0.0
PBXBuildPhase.cs.meta,1,21682,20,21662,0,0.0
PBXDictionary.cs,1,21682,20,21662,0,0.0
PBXDictionary.cs.meta,1,21682,20,21662,0,0.0
PBXFileReference.cs,1,21682,20,21662,0,0.0
PBXFileReference.cs.meta,1,21682,20,21662,0,0.0
PBXGroup.cs,1,21682,20,21662,0,0.0
PBXGroup.cs.meta,1,21682,20,21662,0,0.0
PBXList.cs,1,21682,20,21662,0,0.0
PBXList.cs.meta,1,21682,20,21662,0,0.0
PBXObject.cs,1,21682,20,21662,0,0.0
PBXObject.cs.meta,1,21682,20,21662,0,0.0
PBXParser.cs,1,21682,20,21662,0,0.0
PBXParser.cs.meta,1,21682,20,21662,0,0.0
PBXProject.cs,1,21682,20,21662,0,0.0
PBXProject.cs.meta,1,21682,20,21662,0,0.0
PListDict.cs,1,21682,20,21662,0,0.0
PListDict.cs.meta,1,21682,20,21662,0,0.0
Panel.prefab,2,376,146,230,0,0.0
Panel.prefab.meta,1,376,146,230,0,0.0
ParticleAdditive.shader,4,61707,25431,36276,0,0.0
ParticleAdditive.shader.meta,4,61707,25431,36276,0,0.0
ParticleAdditiveBlend.shader,4,61707,25431,36276,0,0.0
ParticleAdditiveBlend.shader.meta,4,61707,25431,36276,0,0.0
ParticleBlend.shader,4,61707,25431,36276,0,0.0
ParticleBlend.shader.meta,4,61707,25431,36276,0,0.0
